Elapsed Time,X,Y,Z,Latitude,Longitude,Altitude,Accuracy,Speed,GPS Age,Mark,Min X,Max X,Min Y,Max Y,Min Z,Max Z
"0.000","-0.0173","-0.4923","-0.8727","50.894222","-1.394204","25.052","10","0.0","0.000","","-0.0173","-0.0173","-0.4923","-0.4923","-0.8727","-0.8727"
"0.050","-0.0571","-0.4867","-0.8783","50.894222","-1.394204","25.052","10","0.0","0.050","","-0.0571","-0.0571","-0.4867","-0.4867","-0.8783","-0.8783"
"0.102","-0.0669","-0.4806","-0.8747","50.894222","-1.394204","25.052","10","0.0","0.102","","-0.0669","-0.0669","-0.4806","-0.4806","-0.8747","-0.8747"
"0.153","-0.0466","-0.5010","-0.9159","50.894222","-1.394204","25.052","10","0.0","0.153","","-0.0466","-0.0466","-0.5010","-0.5010","-0.9159","-0.9159"
"0.208","-0.0610","-0.4847","-0.8765","50.894222","-1.394204","25.052","10","0.0","0.208","","-0.0610","-0.0610","-0.4847","-0.4847","-0.8765","-0.8765"
"0.258","-0.0685","-0.5010","-0.8659","50.894222","-1.394204","25.052","10","0.0","0.258","","-0.0685","-0.0685","-0.5010","-0.5010","-0.8659","-0.8659"
"0.309","-0.0619","-0.4876","-0.8804","50.894222","-1.394204","25.052","10","0.0","0.309","","-0.0619","-0.0619","-0.4876","-0.4876","-0.8804","-0.8804"
"0.360","-0.0707","-0.4855","-0.8777","50.894222","-1.394204","25.052","10","0.0","0.360","","-0.0707","-0.0707","-0.4855","-0.4855","-0.8777","-0.8777"
"0.414","-0.0835","-0.4212","-0.9170","50.894222","-1.394204","25.052","10","0.0","0.414","","-0.0835","-0.0835","-0.4212","-0.4212","-0.9170","-0.9170"
"0.465","-0.1164","-0.4321","-0.9749","50.894222","-1.394204","25.052","10","0.0","0.465","","-0.1164","-0.1164","-0.4321","-0.4321","-0.9749","-0.9749"
"0.519","-0.1236","-0.4001","-0.9247","50.894222","-1.394204","25.052","10","0.0","0.519","","-0.1236","-0.1236","-0.4001","-0.4001","-0.9247","-0.9247"
"0.574","-0.0813","-0.4120","-0.9606","50.894222","-1.394204","25.052","10","0.0","0.574","","-0.0813","-0.0813","-0.4120","-0.4120","-0.9606","-0.9606"
"0.631","-0.1376","-0.3708","-0.9493","50.894108","-1.394311","18.791","10","3.2","0.000","","-0.1376","-0.1376","-0.3708","-0.3708","-0.9493","-0.9493"
"0.681","-0.1614","-0.3792","-0.8770","50.894108","-1.394311","18.791","10","3.2","0.000","","-0.1614","-0.1614","-0.3792","-0.3792","-0.8770","-0.8770"
"0.731","-0.2075","-0.3550","-0.8780","50.894108","-1.394311","18.791","10","3.2","0.000","","-0.2075","-0.2075","-0.3550","-0.3550","-0.8780","-0.8780"
"0.783","-0.2475","-0.2842","-0.7471","50.894108","-1.394311","18.791","10","3.2","0.000","","-0.2475","-0.2475","-0.2842","-0.2842","-0.7471","-0.7471"
"0.838","-0.3787","-0.2833","-0.7867","50.894108","-1.394311","18.791","10","3.2","0.000","","-0.3787","-0.3787","-0.2833","-0.2833","-0.7867","-0.7867"
"0.891","-0.3959","-0.2268","-0.6688","50.894108","-1.394311","18.791","10","3.2","0.053","","-0.3959","-0.3959","-0.2268","-0.2268","-0.6688","-0.6688"
"0.941","-0.4538","-0.1879","-0.6925","50.894108","-1.394311","18.791","10","3.2","0.103","","-0.4538","-0.4538","-0.1879","-0.1879","-0.6925","-0.6925"
"0.991","-0.4129","0.0380","-0.6187","50.894108","-1.394311","18.791","10","3.2","0.153","","-0.4129","-0.4129","0.0380","0.0380","-0.6187","-0.6187"
"1.045","-0.5236","0.0812","-0.6017","50.894108","-1.394311","18.791","10","3.2","0.207","","-0.5236","-0.5236","0.0812","0.0812","-0.6017","-0.6017"
"1.099","-0.6890","0.2692","-0.6990","50.894108","-1.394311","18.791","10","3.2","0.261","","-0.6890","-0.6890","0.2692","0.2692","-0.6990","-0.6990"
"1.156","-0.8902","0.3154","-0.8081","50.894108","-1.394311","18.791","10","3.2","0.318","","-0.8902","-0.8902","0.3154","0.3154","-0.8081","-0.8081"
"1.206","-1.0612","0.3452","-0.8107","50.894108","-1.394311","18.791","10","3.2","0.368","","-1.0612","-1.0612","0.3452","0.3452","-0.8107","-0.8107"
"1.256","-1.0538","0.4179","-0.8710","50.894108","-1.394311","18.791","10","3.2","0.418","","-1.0538","-1.0538","0.4179","0.4179","-0.8710","-0.8710"
"1.307","-1.0617","0.3830","-0.6847","50.894108","-1.394311","18.791","10","3.2","0.469","","-1.0617","-1.0617","0.3830","0.3830","-0.6847","-0.6847"
"1.360","-0.9453","0.4375","-0.6641","50.894108","-1.394311","18.791","10","3.2","0.522","","-0.9453","-0.9453","0.4375","0.4375","-0.6641","-0.6641"
"1.416","-0.8943","0.5216","-0.6624","50.894108","-1.394311","18.791","10","3.2","0.578","","-0.8943","-0.8943","0.5216","0.5216","-0.6624","-0.6624"
"1.468","-0.7048","0.4664","-0.6069","50.894108","-1.394311","18.791","10","3.2","0.630","","-0.7048","-0.7048","0.4664","0.4664","-0.6069","-0.6069"
"1.522","-0.5418","0.5135","-0.5775","50.894108","-1.394311","18.791","10","3.2","0.684","","-0.5418","-0.5418","0.5135","0.5135","-0.5775","-0.5775"
"1.577","-0.5865","0.5868","-0.7379","50.894108","-1.394311","18.791","10","3.2","0.739","","-0.5865","-0.5865","0.5868","0.5868","-0.7379","-0.7379"
"1.629","-0.5009","0.6296","-0.7062","50.894108","-1.394311","18.791","10","3.2","0.791","","-0.5009","-0.5009","0.6296","0.6296","-0.7062","-0.7062"
"1.679","-0.6170","0.5414","-0.6675","50.894108","-1.394311","18.791","10","3.2","0.841","","-0.6170","-0.6170","0.5414","0.5414","-0.6675","-0.6675"
"1.729","-0.8447","0.5525","-0.2345","50.894108","-1.394311","18.791","10","3.2","0.891","","-0.8447","-0.8447","0.5525","0.5525","-0.2345","-0.2345"
"1.782","-0.7900","0.3918","-0.3366","50.894108","-1.394311","18.791","10","3.2","0.944","","-0.7900","-0.7900","0.3918","0.3918","-0.3366","-0.3366"
"1.833","-0.6951","0.3454","-0.3277","50.894100","-1.394343","19.219","10","3.8","0.000","","-0.6951","-0.6951","0.3454","0.3454","-0.3277","-0.3277"
"1.884","-0.5573","0.4593","-0.0167","50.894100","-1.394343","19.219","10","3.8","0.051","","-0.5573","-0.5573","0.4593","0.4593","-0.0167","-0.0167"
"1.934","-0.7619","0.5071","0.0866","50.894100","-1.394343","19.219","10","3.8","0.101","","-0.7619","-0.7619","0.5071","0.5071","0.0866","0.0866"
"1.991","-1.0164","0.7727","-0.4494","50.894100","-1.394343","19.219","10","3.8","0.158","","-1.0164","-1.0164","0.7727","0.7727","-0.4494","-0.4494"
"2.045","-0.7501","0.7489","0.2819","50.894100","-1.394343","19.219","10","3.8","0.212","","-0.7501","-0.7501","0.7489","0.7489","0.2819","0.2819"
"2.097","-0.5938","0.5099","-0.0749","50.894100","-1.394343","19.219","10","3.8","0.264","","-0.5938","-0.5938","0.5099","0.5099","-0.0749","-0.0749"
"2.152","-0.4261","1.3213","-0.1648","50.894100","-1.394343","19.219","10","3.8","0.319","","-0.4261","-0.4261","1.3213","1.3213","-0.1648","-0.1648"
"2.205","-0.6887","0.7036","0.0912","50.894100","-1.394343","19.219","10","3.8","0.372","","-0.6887","-0.6887","0.7036","0.7036","0.0912","0.0912"
"2.255","-0.4774","0.4219","-0.1489","50.894100","-1.394343","19.219","10","3.8","0.422","","-0.4774","-0.4774","0.4219","0.4219","-0.1489","-0.1489"
"2.308","0.1243","1.0292","-0.4640","50.894100","-1.394343","19.219","10","3.8","0.475","","0.1243","0.1243","1.0292","1.0292","-0.4640","-0.4640"
"2.364","-0.2586","0.6284","-0.1238","50.894100","-1.394343","19.219","10","3.8","0.531","","-0.2586","-0.2586","0.6284","0.6284","-0.1238","-0.1238"
"2.420","-0.0180","0.7638","0.4550","50.894100","-1.394343","19.219","10","3.8","0.587","","-0.0180","-0.0180","0.7638","0.7638","0.4550","0.4550"
"2.473","0.1809","0.6708","-0.4926","50.894100","-1.394343","19.219","10","3.8","0.640","","0.1809","0.1809","0.6708","0.6708","-0.4926","-0.4926"
"2.528","0.1594","1.9502","0.6675","50.894100","-1.394343","19.219","10","3.8","0.695","","0.1594","0.1594","1.9502","1.9502","0.6675","0.6675"
"2.579","0.4616","0.9656","0.2144","50.894100","-1.394343","19.219","10","3.8","0.746","","0.4616","0.4616","0.9656","0.9656","0.2144","0.2144"
"2.630","0.1839","1.0381","0.1290","50.894100","-1.394343","19.219","10","3.8","0.797","","0.1839","0.1839","1.0381","1.0381","0.1290","0.1290"
"2.684","0.0835","1.0406","0.1144","50.894093","-1.394379","24.208","10","4.9","0.000","","0.0835","0.0835","1.0406","1.0406","0.1144","0.1144"
"2.735","0.0304","0.9952","0.0747","50.894093","-1.394379","24.208","10","4.9","0.000","","0.0304","0.0304","0.9952","0.9952","0.0747","0.0747"
"2.789","-0.0601","0.8243","0.0183","50.894093","-1.394379","24.208","10","4.9","0.000","","-0.0601","-0.0601","0.8243","0.8243","0.0183","0.0183"
"2.840","-0.0748","0.7269","0.0794","50.894093","-1.394379","24.208","10","4.9","0.000","","-0.0748","-0.0748","0.7269","0.7269","0.0794","0.0794"
"2.896","-0.1491","0.7914","0.1766","50.894093","-1.394379","24.208","10","4.9","0.056","","-0.1491","-0.1491","0.7914","0.7914","0.1766","0.1766"
"2.947","-0.2850","1.0020","0.4166","50.894093","-1.394379","24.208","10","4.9","0.107","","-0.2850","-0.2850","1.0020","1.0020","0.4166","0.4166"
"2.999","-0.3431","1.2695","0.5822","50.894093","-1.394379","24.208","10","4.9","0.159","","-0.3431","-0.3431","1.2695","1.2695","0.5822","0.5822"
"3.050","0.1060","0.9309","0.2356","50.894093","-1.394379","24.208","10","4.9","0.210","","0.1060","0.1060","0.9309","0.9309","0.2356","0.2356"
"3.104","0.4873","0.8541","-0.1233","50.894093","-1.394379","24.208","10","4.9","0.264","","0.4873","0.4873","0.8541","0.8541","-0.1233","-0.1233"
"3.160","0.3889","1.0399","-0.3889","50.894093","-1.394379","24.208","10","4.9","0.320","","0.3889","0.3889","1.0399","1.0399","-0.3889","-0.3889"
"3.211","-0.1536","1.3402","-0.1758","50.894093","-1.394379","24.208","10","4.9","0.371","","-0.1536","-0.1536","1.3402","1.3402","-0.1758","-0.1758"
"3.264","0.0849","0.8958","-0.0150","50.894093","-1.394379","24.208","10","4.9","0.424","","0.0849","0.0849","0.8958","0.8958","-0.0150","-0.0150"
"3.318","0.0787","0.9323","-0.0851","50.894093","-1.394379","24.208","10","4.9","0.478","","0.0787","0.0787","0.9323","0.9323","-0.0851","-0.0851"
"3.369","-0.0097","0.9125","-0.1130","50.894093","-1.394379","24.208","10","4.9","0.529","","-0.0097","-0.0097","0.9125","0.9125","-0.1130","-0.1130"
"3.425","0.1554","0.8723","-0.1251","50.894093","-1.394379","24.208","10","4.9","0.585","","0.1554","0.1554","0.8723","0.8723","-0.1251","-0.1251"
"3.478","0.3775","1.0175","-0.0388","50.894093","-1.394379","24.208","10","4.9","0.638","","0.3775","0.3775","1.0175","1.0175","-0.0388","-0.0388"
"3.531","-0.0004","1.0906","-0.0630","50.894093","-1.394379","24.208","10","4.9","0.691","","-0.0004","-0.0004","1.0906","1.0906","-0.0630","-0.0630"
"3.583","-0.0974","1.1576","-0.1089","50.894093","-1.394379","24.208","10","4.9","0.743","","-0.0974","-0.0974","1.1576","1.1576","-0.1089","-0.1089"
"3.637","-0.0620","1.1772","0.2274","50.894093","-1.394379","24.208","10","4.9","0.797","","-0.0620","-0.0620","1.1772","1.1772","0.2274","0.2274"
"3.693","-0.3048","0.9483","-0.1153","50.894093","-1.394379","24.208","10","4.9","0.853","","-0.3048","-0.3048","0.9483","0.9483","-0.1153","-0.1153"
"3.745","0.3150","1.4128","-0.4549","50.894093","-1.394379","24.208","10","4.9","0.905","","0.3150","0.3150","1.4128","1.4128","-0.4549","-0.4549"
"3.798","0.6494","1.1481","0.4221","50.894093","-1.394379","24.208","10","4.9","0.958","","0.6494","0.6494","1.1481","1.1481","0.4221","0.4221"
"3.855","0.0454","0.9111","0.0084","50.894127","-1.394340","28.404","10","3.0","0.000","","0.0454","0.0454","0.9111","0.9111","0.0084","0.0084"
"3.906","0.0615","0.7652","-0.1935","50.894127","-1.394340","28.404","10","3.0","0.051","","0.0615","0.0615","0.7652","0.7652","-0.1935","-0.1935"
"3.958","0.4652","0.3539","-0.1481","50.894127","-1.394340","28.404","10","3.0","0.103","","0.4652","0.4652","0.3539","0.3539","-0.1481","-0.1481"
"4.013","0.1326","0.3979","0.0199","50.894127","-1.394340","28.404","10","3.0","0.158","","0.1326","0.1326","0.3979","0.3979","0.0199","0.0199"
"4.068","-0.1913","0.7325","0.4564","50.894127","-1.394340","28.404","10","3.0","0.213","","-0.1913","-0.1913","0.7325","0.7325","0.4564","0.4564"
"4.124","-0.9604","1.9275","0.7845","50.894127","-1.394340","28.404","10","3.0","0.269","","-0.9604","-0.9604","1.9275","1.9275","0.7845","0.7845"
"4.178","-0.3133","1.0046","0.4325","50.894127","-1.394340","28.404","10","3.0","0.323","","-0.3133","-0.3133","1.0046","1.0046","0.4325","0.4325"
"4.232","0.8448","1.3573","-0.0929","50.894127","-1.394340","28.404","10","3.0","0.377","","0.8448","0.8448","1.3573","1.3573","-0.0929","-0.0929"
"4.282","0.5127","0.4130","-1.0480","50.894127","-1.394340","28.404","10","3.0","0.427","","0.5127","0.5127","0.4130","0.4130","-1.0480","-1.0480"
"4.337","-0.0949","1.4670","-0.2702","50.894127","-1.394340","28.404","10","3.0","0.482","","-0.0949","-0.0949","1.4670","1.4670","-0.2702","-0.2702"
"4.393","0.0137","0.8183","-0.0501","50.894127","-1.394340","28.404","10","3.0","0.538","","0.0137","0.0137","0.8183","0.8183","-0.0501","-0.0501"
"4.449","0.1207","0.7974","-0.0479","50.894127","-1.394340","28.404","10","3.0","0.594","","0.1207","0.1207","0.7974","0.7974","-0.0479","-0.0479"
"4.505","0.0549","0.9206","-0.0623","50.894127","-1.394340","28.404","10","3.0","0.650","","0.0549","0.0549","0.9206","0.9206","-0.0623","-0.0623"
"4.559","0.1791","0.8898","-0.0626","50.894127","-1.394340","28.404","10","3.0","0.704","","0.1791","0.1791","0.8898","0.8898","-0.0626","-0.0626"
"4.615","0.0334","1.1692","-0.0685","50.894127","-1.394340","28.404","10","3.0","0.760","","0.0334","0.0334","1.1692","1.1692","-0.0685","-0.0685"
"4.669","-0.1204","1.1886","-0.0280","50.894127","-1.394340","28.404","10","3.0","0.814","","-0.1204","-0.1204","1.1886","1.1886","-0.0280","-0.0280"
"4.721","-0.3493","1.1979","0.0876","50.894127","-1.394340","26.559","30","0.0","0.000","","-0.3493","-0.3493","1.1979","1.1979","0.0876","0.0876"
"4.772","-0.2817","1.2192","0.1364","50.894127","-1.394340","26.559","30","0.0","0.000","","-0.2817","-0.2817","1.2192","1.2192","0.1364","0.1364"
"4.827","0.6788","1.5236","-0.3239","50.894127","-1.394340","26.559","30","0.0","0.000","","0.6788","0.6788","1.5236","1.5236","-0.3239","-0.3239"
"4.878","0.3786","1.2496","0.3727","50.894127","-1.394340","26.559","30","0.0","0.000","","0.3786","0.3786","1.2496","1.2496","0.3727","0.3727"
"4.930","-0.0338","1.1082","-0.3190","50.894127","-1.394340","26.559","30","0.0","0.052","","-0.0338","-0.0338","1.1082","1.1082","-0.3190","-0.3190"
"4.983","0.1336","0.7394","-0.1716","50.894127","-1.394340","26.559","30","0.0","0.105","","0.1336","0.1336","0.7394","0.7394","-0.1716","-0.1716"
"5.034","0.3629","0.3665","-0.1142","50.894127","-1.394340","26.559","30","0.0","0.156","","0.3629","0.3629","0.3665","0.3665","-0.1142","-0.1142"
"5.085","0.2514","0.3517","-0.0756","50.894127","-1.394340","26.559","30","0.0","0.207","","0.2514","0.2514","0.3517","0.3517","-0.0756","-0.0756"
"5.137","-0.0881","0.6759","0.2676","50.894127","-1.394340","26.559","30","0.0","0.259","","-0.0881","-0.0881","0.6759","0.6759","0.2676","0.2676"
"5.193","-0.8928","1.8846","0.8918","50.894127","-1.394340","26.559","30","0.0","0.315","","-0.8928","-0.8928","1.8846","1.8846","0.8918","0.8918"
"5.245","-0.3905","1.0625","0.3686","50.894127","-1.394340","26.559","30","0.0","0.367","","-0.3905","-0.3905","1.0625","1.0625","0.3686","0.3686"
"5.297","0.8394","0.9166","0.1027","50.894127","-1.394340","26.559","30","0.0","0.419","","0.8394","0.8394","0.9166","0.9166","0.1027","0.1027"
"5.352","0.5205","0.5756","-0.3700","50.894127","-1.394340","26.559","30","0.0","0.474","","0.5205","0.5205","0.5756","0.5756","-0.3700","-0.3700"
"5.406","0.0285","0.9564","-0.6209","50.894127","-1.394340","26.559","30","0.0","0.528","","0.0285","0.0285","0.9564","0.9564","-0.6209","-0.6209"
"5.456","-0.3247","1.3861","0.1310","50.894127","-1.394340","26.559","30","0.0","0.578","","-0.3247","-0.3247","1.3861","1.3861","0.1310","0.1310"
"5.508","0.2442","0.8073","-0.0775","50.894127","-1.394340","26.559","30","0.0","0.630","","0.2442","0.2442","0.8073","0.8073","-0.0775","-0.0775"
"5.559","0.0494","0.8437","-0.1892","50.894127","-1.394340","26.559","30","0.0","0.681","","0.0494","0.0494","0.8437","0.8437","-0.1892","-0.1892"
"5.609","0.1279","0.8175","-0.1167","50.894127","-1.394340","26.559","30","0.0","0.731","","0.1279","0.1279","0.8175","0.8175","-0.1167","-0.1167"
"5.662","0.1106","1.1347","-0.1231","50.894127","-1.394340","26.559","30","0.0","0.784","","0.1106","0.1106","1.1347","1.1347","-0.1231","-0.1231"
"5.715","-0.0749","1.1413","-0.0016","50.894127","-1.394340","26.559","30","0.0","0.837","","-0.0749","-0.0749","1.1413","1.1413","-0.0016","-0.0016"
"5.771","-0.3849","1.2140","-0.0568","50.894127","-1.394340","26.559","30","0.0","0.893","","-0.3849","-0.3849","1.2140","1.2140","-0.0568","-0.0568"
"5.825","-0.2359","1.0490","0.5076","50.894127","-1.394340","26.559","30","0.0","0.947","","-0.2359","-0.2359","1.0490","1.0490","0.5076","0.5076"
"5.877","-0.2097","1.3829","-0.2848","50.894188","-1.394246","26.388","10","1.6","0.000","","-0.2097","-0.2097","1.3829","1.3829","-0.2848","-0.2848"
"5.926","0.7465","1.9304","-0.1436","50.894188","-1.394246","26.388","10","1.6","0.049","","0.7465","0.7465","1.9304","1.9304","-0.1436","-0.1436"
"5.979","0.5136","1.1402","0.0440","50.894188","-1.394246","26.388","10","1.6","0.102","","0.5136","0.5136","1.1402","1.1402","0.0440","0.0440"
"6.035","-0.5067","1.1704","0.0340","50.894188","-1.394246","26.388","10","1.6","0.158","","-0.5067","-0.5067","1.1704","1.1704","0.0340","0.0340"
"6.087","0.4391","0.6198","-0.2282","50.894188","-1.394246","26.388","10","1.6","0.210","","0.4391","0.4391","0.6198","0.6198","-0.2282","-0.2282"
"6.139","0.4489","0.2539","-0.0616","50.894188","-1.394246","26.388","10","1.6","0.262","","0.4489","0.4489","0.2539","0.2539","-0.0616","-0.0616"
"6.190","0.0714","0.4441","0.1271","50.894188","-1.394246","26.388","10","1.6","0.313","","0.0714","0.0714","0.4441","0.4441","0.1271","0.1271"
"6.243","-0.5759","1.1878","0.8271","50.894188","-1.394246","26.388","10","1.6","0.366","","-0.5759","-0.5759","1.1878","1.1878","0.8271","0.8271"
"6.294","-1.3197","1.8946","0.4571","50.894188","-1.394246","26.388","10","1.6","0.417","","-1.3197","-1.3197","1.8946","1.8946","0.4571","0.4571"
"6.349","0.6766","0.5927","-0.3107","50.894188","-1.394246","26.388","10","1.6","0.472","","0.6766","0.6766","0.5927","0.5927","-0.3107","-0.3107"
"6.402","0.9668","0.2975","0.3356","50.894188","-1.394246","26.388","10","1.6","0.525","","0.9668","0.9668","0.2975","0.2975","0.3356","0.3356"
"6.455","0.2676","0.8877","-0.8295","50.894188","-1.394246","26.388","10","1.6","0.578","","0.2676","0.2676","0.8877","0.8877","-0.8295","-0.8295"
"6.500","-0.2408","1.8171","-0.6733","50.894188","-1.394246","26.388","10","1.6","0.623","","-0.2408","-0.2408","1.8171","1.8171","-0.6733","-0.6733"
"6.562","0.1758","0.6350","-0.1296","50.894188","-1.394246","26.388","10","1.6","0.685","","0.1758","0.1758","0.6350","0.6350","-0.1296","-0.1296"
"6.618","0.0766","0.9176","-0.1249","50.894188","-1.394246","26.388","10","1.6","0.741","","0.0766","0.0766","0.9176","0.9176","-0.1249","-0.1249"
"6.674","0.2071","0.7077","-0.0817","50.894188","-1.394246","26.388","10","1.6","0.797","","0.2071","0.2071","0.7077","0.7077","-0.0817","-0.0817"
"6.728","0.0199","1.0944","-0.1092","50.894230","-1.394205","20.590","10","1.4","0.000","","0.0199","0.0199","1.0944","1.0944","-0.1092","-0.1092"
"6.781","-0.1256","1.1323","0.0478","50.894230","-1.394205","20.590","10","1.4","0.000","","-0.1256","-0.1256","1.1323","1.1323","0.0478","0.0478"
"6.832","-0.4820","1.2895","-0.1173","50.894230","-1.394205","20.590","10","1.4","0.000","","-0.4820","-0.4820","1.2895","1.2895","-0.1173","-0.1173"
"6.886","-0.3523","0.9559","0.0554","50.894230","-1.394205","20.590","10","1.4","0.054","","-0.3523","-0.3523","0.9559","0.9559","0.0554","0.0554"
"6.937","0.0456","1.5670","-0.3230","50.894230","-1.394205","20.590","10","1.4","0.105","","0.0456","0.0456","1.5670","1.5670","-0.3230","-0.3230"
"6.987","0.6965","1.8350","0.1896","50.894230","-1.394205","20.590","10","1.4","0.155","","0.6965","0.6965","1.8350","1.8350","0.1896","0.1896"
"7.040","0.3892","1.0372","0.1137","50.894230","-1.394205","20.590","10","1.4","0.208","","0.3892","0.3892","1.0372","1.0372","0.1137","0.1137"
"7.091","-0.1314","1.0810","-0.0957","50.894230","-1.394205","20.590","10","1.4","0.259","","-0.1314","-0.1314","1.0810","1.0810","-0.0957","-0.0957"
"7.142","0.2223","0.7341","-0.1630","50.894230","-1.394205","20.590","10","1.4","0.310","","0.2223","0.2223","0.7341","0.7341","-0.1630","-0.1630"
"7.198","0.4568","0.2445","-0.1206","50.894230","-1.394205","20.590","10","1.4","0.366","","0.4568","0.4568","0.2445","0.2445","-0.1206","-0.1206"
"7.250","0.0571","0.3507","0.0350","50.894230","-1.394205","20.590","10","1.4","0.418","","0.0571","0.0571","0.3507","0.3507","0.0350","0.0350"
"7.302","-0.6192","1.1083","0.9032","50.894230","-1.394205","20.590","10","1.4","0.470","","-0.6192","-0.6192","1.1083","1.1083","0.9032","0.9032"
"7.352","-1.4298","1.9784","0.6728","50.894230","-1.394205","20.590","10","1.4","0.520","","-1.4298","-1.4298","1.9784","1.9784","0.6728","0.6728"
"7.405","0.9244","1.2700","-0.4957","50.894230","-1.394205","20.590","10","1.4","0.573","","0.9244","0.9244","1.2700","1.2700","-0.4957","-0.4957"
"7.456","1.2572","0.3439","0.1627","50.894230","-1.394205","20.590","10","1.4","0.624","","1.2572","1.2572","0.3439","0.3439","0.1627","0.1627"
"7.509","0.3810","1.1532","-0.7496","50.894230","-1.394205","20.590","10","1.4","0.677","","0.3810","0.3810","1.1532","1.1532","-0.7496","-0.7496"
"7.565","-0.3210","1.7605","-0.8165","50.894230","-1.394205","20.590","10","1.4","0.733","","-0.3210","-0.3210","1.7605","1.7605","-0.8165","-0.8165"
"7.621","0.0696","0.6725","-0.5104","50.894264","-1.394173","22.225","10","1.3","0.000","","0.0696","0.0696","0.6725","0.6725","-0.5104","-0.5104"
"7.677","0.0225","0.8974","-0.1327","50.894264","-1.394173","22.225","10","1.3","0.000","","0.0225","0.0225","0.8974","0.8974","-0.1327","-0.1327"
"7.729","0.1273","0.8228","-0.0721","50.894264","-1.394173","22.225","10","1.3","0.000","","0.1273","0.1273","0.8228","0.8228","-0.0721","-0.0721"
"7.781","0.0790","1.0222","-0.2320","50.894264","-1.394173","22.225","10","1.3","0.000","","0.0790","0.0790","1.0222","1.0222","-0.2320","-0.2320"
"7.836","-0.1657","1.1391","0.0741","50.894264","-1.394173","22.225","10","1.3","0.000","","-0.1657","-0.1657","1.1391","1.1391","0.0741","0.0741"
"7.891","-0.4599","1.2566","-0.1148","50.894264","-1.394173","22.225","10","1.3","0.055","","-0.4599","-0.4599","1.2566","1.2566","-0.1148","-0.1148"
"7.941","-0.4349","0.9968","0.0769","50.894264","-1.394173","22.225","10","1.3","0.105","","-0.4349","-0.4349","0.9968","0.9968","0.0769","0.0769"
"7.991","-0.1186","1.4001","0.0101","50.894264","-1.394173","22.225","10","1.3","0.155","","-0.1186","-0.1186","1.4001","1.4001","0.0101","0.0101"
"8.044","0.7719","1.8190","0.1620","50.894264","-1.394173","22.225","10","1.3","0.208","","0.7719","0.7719","1.8190","1.8190","0.1620","0.1620"
"8.096","0.2459","1.1093","0.0252","50.894264","-1.394173","22.225","10","1.3","0.260","","0.2459","0.2459","1.1093","1.1093","0.0252","0.0252"
"8.152","-0.2492","1.0987","-0.0711","50.894264","-1.394173","22.225","10","1.3","0.316","","-0.2492","-0.2492","1.0987","1.0987","-0.0711","-0.0711"
"8.206","0.3703","0.5577","-0.1653","50.894264","-1.394173","22.225","10","1.3","0.370","","0.3703","0.3703","0.5577","0.5577","-0.1653","-0.1653"
"8.256","0.4582","0.2431","-0.1536","50.894264","-1.394173","22.225","10","1.3","0.420","","0.4582","0.4582","0.2431","0.2431","-0.1536","-0.1536"
"8.307","0.0330","0.2787","0.1347","50.894264","-1.394173","22.225","10","1.3","0.471","","0.0330","0.0330","0.2787","0.2787","0.1347","0.1347"
"8.363","-0.9940","1.5092","1.2142","50.894264","-1.394173","22.225","10","1.3","0.527","","-0.9940","-0.9940","1.5092","1.5092","1.2142","1.2142"
"8.413","-1.2119","1.7927","0.4772","50.894264","-1.394173","22.225","10","1.3","0.577","","-1.2119","-1.2119","1.7927","1.7927","0.4772","0.4772"
"8.464","0.8618","1.9347","0.3846","50.894264","-1.394173","22.225","10","1.3","0.628","","0.8618","0.8618","1.9347","1.9347","0.3846","0.3846"
"8.516","1.3276","-0.4661","-0.3850","50.894264","-1.394173","22.225","10","1.3","0.680","","1.3276","1.3276","-0.4661","-0.4661","-0.3850","-0.3850"
"8.569","0.1194","1.7467","-0.7638","50.894264","-1.394173","22.225","10","1.3","0.733","","0.1194","0.1194","1.7467","1.7467","-0.7638","-0.7638"
"8.621","-0.5619","1.4958","0.4954","50.894264","-1.394173","22.225","10","1.3","0.785","","-0.5619","-0.5619","1.4958","1.4958","0.4954","0.4954"
"8.673","0.1454","0.8195","-0.0824","50.894264","-1.394173","22.225","10","1.3","0.837","","0.1454","0.1454","0.8195","0.8195","-0.0824","-0.0824"
"8.729","-0.0159","0.8700","-0.2469","50.894295","-1.394132","23.591","10","1.1","0.000","","-0.0159","-0.0159","0.8700","0.8700","-0.2469","-0.2469"
"8.781","0.0393","0.8080","0.0009","50.894295","-1.394132","23.591","10","1.1","0.000","","0.0393","0.0393","0.8080","0.8080","0.0009","0.0009"
"8.832","0.0437","1.0131","-0.0861","50.894295","-1.394132","23.591","10","1.1","0.000","","0.0437","0.0437","1.0131","1.0131","-0.0861","-0.0861"
"8.888","-0.1111","1.1796","0.1119","50.894295","-1.394132","23.591","10","1.1","0.056","","-0.1111","-0.1111","1.1796","1.1796","0.1119","0.1119"
"8.938","-0.4888","1.1817","-0.0316","50.894295","-1.394132","23.591","10","1.1","0.106","","-0.4888","-0.4888","1.1817","1.1817","-0.0316","-0.0316"
"8.994","-0.2742","1.2209","-0.2768","50.894295","-1.394132","23.591","10","1.1","0.162","","-0.2742","-0.2742","1.2209","1.2209","-0.2768","-0.2768"
