"","time","meanX","meanY","meanZ","sdX","sdY","sdZ","sdT","energyX","energyY","energyZ","energyT","lat","lon","entropyX","entropyY","entropyZ","entropyT"
"1",0,0,0,0,0,0,0,0,0,0,0,0,50.8949554285714,-1.39375231428571,0,0,0,0
"2",7.295,0.0125622709186028,-0.0865218683944628,-0.977076506008532,0.139669493208934,0.131312081288631,0.170149553680469,0.256322649493281,1.06765979169757,0.956507438343197,1.52624131478337,2.09385206291305,50.8950054468085,-1.39370474468085,4.41992618364313,4.37599028458971,4.61978204515272,7.74773673948677
"3",14.7,0.0440595883991791,-0.0111407361907276,-0.987838028123272,0.0918344841221162,0.121533354782775,0.122550055504058,0.195505613481503,0.709273640731102,0.940696370849591,1.23277731367814,1.7052034085953,50.8948848794326,-1.39374889361702,4.43451501928226,4.45780606233063,4.72116604228586,7.86297444637999
"4",22.082,0.065737721648822,0.011115679378315,-0.992618026163779,0.00912439955677764,0.00955299354889127,0.0376860239706826,0.0399343305407233,0.0934029000340144,0.0942240680417141,0.38709646538256,0.409201600980208,50.894692822695,-1.39384512056738,4.73515466194583,4.68774009266427,4.73648738167129,8.17501740460843
"5",29.476,0.0536274946536021,-0.0681103051914852,-0.970264842009314,0.0719326869105465,0.182439431249791,0.133570865123975,0.237275438111249,0.758406829611616,1.13417830639605,0.92460911713466,1.64816363550149,50.8944919716312,-1.39386373758865,4.77108949581129,4.25388729622484,4.27614125687877,7.69052899057045
"6",36.909,-0.252245686538349,-0.398068488669165,-0.875923632017544,0.138973788694329,0.0921990631461435,0.110669539100454,0.200155259920367,1.12384257796537,0.870031169397352,0.99665544124691,1.73588549286462,50.894301177305,-1.39383363120567,4.53685634056669,4.64876925866445,4.59684250824251,7.95770583276543
"7",44.343,-0.191684667607405,-0.342661938226973,-0.911312635616577,0.10467520670813,0.0773017144010618,0.0558431956118587,0.141601258627448,0.769620461704876,0.574434863822704,0.489348394204029,1.0778464263335,50.8941904751773,-1.39412581560284,4.41407435536808,4.43980308077164,4.55128226064181,7.74015981920143
"8",51.782,-0.416704221956366,-0.188487337762966,-0.869869415655551,0.170993061113625,0.094491402694122,0.0794997307102909,0.210920504728961,0.91152385591958,0.567039619598328,0.595145404685339,1.22743949864048,50.8940999858156,-1.39465603546099,4.07786794491598,4.23991921762393,4.38136137312024,7.33500166530452
"9",59.248,-0.331707460384296,-0.226828248404409,-0.902144868323957,0.134439944457933,0.130886943964246,0.119143358360412,0.222262526323151,1.13585414653867,1.12796388783675,1.04895461927723,1.91383723649006,50.8940891702128,-1.39449164539007,4.53623900958473,4.5621802890809,4.56362274519756,7.88781375937852
"10",66.671,-0.158669094417439,-0.259394023460191,-0.941320589513409,0.170591923818339,0.109859539030639,0.207922819478521,0.290521292933864,1.54056920493821,1.00784224901749,1.61532962715894,2.44916093356195,50.8940174893617,-1.39439823404255,4.60071893635914,4.59229945784448,4.44424319651558,7.87446040257155
"11",74.035,-0.146112332328561,-0.190455118674499,-0.961230565271131,0.159690751081167,0.100220505360531,0.196138315836508,0.272057943487723,1.34708549371964,0.936239350070827,1.36854590264827,2.13637574777152,50.8939749361702,-1.39443341843972,4.54219658706258,4.63596121142924,4.29715670414725,7.78390916759677
"12",81.495,-0.172958540751162,-0.240265416822448,-0.952292230859212,0.0973132245281426,0.111098986138206,0.181277019468995,0.233825161555732,0.878723578311887,0.960597349393614,1.05269152953555,1.67423470609684,50.893784,-1.394604,4.6165198392708,4.56059575616866,4.20525730136529,7.73275358771056
"13",88.909,-0.262965824328757,-0.122698628597651,-0.950296220463996,0.14750000709611,0.113815485806148,0.160586361546957,0.245963811194923,1.18487193736859,1.03778469666847,1.01273916515333,1.87258089310938,50.893784,-1.394604,4.46636613068901,4.60977706163899,4.27155216768535,7.71003429905706
"14",96.309,-0.235022873012602,-0.154997674592869,-0.94369687815359,0.193771127418584,0.121687106015778,0.165688595959251,0.282502588346572,1.27015277052358,1.0230639561162,1.23393633713761,2.04512757618723,50.893784,-1.394604,4.32936053407354,4.55444965512632,4.40463680153587,7.67379955748897
"15",103.65,-0.108648169584375,-0.162704013724824,-0.969416468066914,0.128707854538084,0.152891794455085,0.177091033450225,0.267025929003086,1.1498187662702,1.22578305342371,1.01879682109894,1.96534329113496,50.893784,-1.394604,4.60167770113921,4.4916195087182,4.23722188267483,7.70091765695999
"16",111.02,-0.208819794621553,-0.104010623073699,-0.949451250057635,0.196781130144312,0.112619897167572,0.129089907569228,0.260902776250348,1.39438353214908,0.889576991280896,1.06703956082431,1.96830538344767,50.893784,-1.394604,4.43467255556382,4.45986757452449,4.5446117430091,7.75952545920574
"17",118.443,-0.772920137228532,-0.34115356884618,-0.0223399743638486,0.2763546464689,0.293356043327969,0.455367063136497,0.608102640161635,2.58463284112354,2.36491576469714,3.11282825706161,4.68645423059787,50.893784,-1.394604,4.63607534382683,4.48520512151145,4.37322756609987,7.79329063493512
"18",125.842,0.0228224333963326,-0.251402760026194,-0.914525643966433,0.16056666917737,0.220308645249233,0.262938893091307,0.378753766875459,1.33819122994739,1.81292355136956,2.58986186318601,3.43290431579499,50.893784,-1.394604,4.51515423719222,4.5490596961716,4.70104002290555,7.94860611691934
"19",133.245,-0.00141905575086793,-0.191241878859237,-0.979893733139341,0.00293348214217195,0.0027179160513706,0.00381035066442804,0.00552369055312179,0.0249897344534943,0.0262816007150893,0.0357209238582094,0.0509037696589117,50.893784,-1.394604,4.57127291130591,4.66289049634286,4.64519713099061,8.01354729169843
"20",140.663,-0.00176112804320818,-0.191967993947086,-0.979198936300949,0.00261181367519625,0.0027287379297465,0.00298115115556225,0.00481194800215978,0.0250223089501259,0.0260928437255483,0.0297568764677799,0.0468233289717866,50.893784,-1.394604,4.66617435891238,4.66340016336366,4.71624931200245,8.10946926773849
