Elapsed Time,X,Y,Z,Latitude,Longitude,Altitude,Accuracy,Speed,GPS Age,Mark,Min X,Max X,Min Y,Max Y,Min Z,Max Z
"0.790","0.0587","-0.5268","-0.7895","50.894573","-1.393950","19.533","65","-1.0","0.790","","0.0587","0.0587","-0.5268","-0.5268","-0.7895","-0.7895"
"0.841","0.1363","-0.5243","-0.8705","50.894573","-1.393950","19.533","65","-1.0","0.841","","0.1363","0.1363","-0.5243","-0.5243","-0.8705","-0.8705"
"0.893","0.3321","-0.5516","-0.2648","50.894573","-1.393950","19.533","65","-1.0","0.893","","0.3321","0.3321","-0.5516","-0.5516","-0.2648","-0.2648"
"0.945","0.0434","-0.3824","-0.9932","50.894573","-1.393950","19.533","65","-1.0","0.945","","0.0434","0.0434","-0.3824","-0.3824","-0.9932","-0.9932"
"0.997","-0.0916","-0.5037","-1.0411","50.894573","-1.393950","19.533","65","-1.0","0.997","","-0.0916","-0.0916","-0.5037","-0.5037","-1.0411","-1.0411"
"1.054","-0.1094","-0.5114","-0.8978","50.894573","-1.393950","19.533","65","-1.0","1.054","","-0.1094","-0.1094","-0.5114","-0.5114","-0.8978","-0.8978"
"1.110","-0.0008","-0.5212","-0.8150","50.894573","-1.393950","19.533","65","-1.0","1.110","","-0.0008","-0.0008","-0.5212","-0.5212","-0.8150","-0.8150"
"1.162","-0.0251","-0.4303","-1.0138","50.894573","-1.393950","19.533","65","-1.0","1.162","","-0.0251","-0.0251","-0.4303","-0.4303","-1.0138","-1.0138"
"1.214","-0.0061","-0.4074","-1.0329","50.894573","-1.393950","19.533","65","-1.0","1.214","","-0.0061","-0.0061","-0.4074","-0.4074","-1.0329","-1.0329"
"1.264","-0.0285","-0.3848","-0.8946","50.894573","-1.393950","19.533","65","-1.0","1.264","","-0.0285","-0.0285","-0.3848","-0.3848","-0.8946","-0.8946"
"1.317","-0.0107","-0.3904","-1.0088","50.894573","-1.393950","19.533","65","-1.0","1.317","","-0.0107","-0.0107","-0.3904","-0.3904","-1.0088","-1.0088"
"1.368","-0.0459","-0.1980","-1.1480","50.894573","-1.393950","19.533","65","-1.0","1.368","","-0.0459","-0.0459","-0.1980","-0.1980","-1.1480","-1.1480"
"1.422","0.0552","-0.2387","-1.0527","50.894573","-1.393950","19.533","65","-1.0","1.422","","0.0552","0.0552","-0.2387","-0.2387","-1.0527","-1.0527"
"1.472","0.1656","-0.2269","-0.8069","50.894573","-1.393950","19.533","65","-1.0","1.472","","0.1656","0.1656","-0.2269","-0.2269","-0.8069","-0.8069"
"1.527","0.3718","-0.3880","-0.9730","50.894558","-1.393896","19.956","65","-1.0","0.000","","0.3718","0.3718","-0.3880","-0.3880","-0.9730","-0.9730"
"1.578","0.3930","-0.2379","-0.6549","50.894558","-1.393896","19.956","65","-1.0","0.000","","0.3930","0.3930","-0.2379","-0.2379","-0.6549","-0.6549"
"1.634","0.1990","-0.0994","-0.8028","50.894558","-1.393896","19.956","65","-1.0","0.056","","0.1990","0.1990","-0.0994","-0.0994","-0.8028","-0.8028"
"1.685","0.0467","-0.1408","-0.9668","50.894558","-1.393896","19.956","65","-1.0","0.107","","0.0467","0.0467","-0.1408","-0.1408","-0.9668","-0.9668"
"1.737","-0.0743","-0.1440","-1.3332","50.894558","-1.393896","19.956","65","-1.0","0.159","","-0.0743","-0.0743","-0.1440","-0.1440","-1.3332","-1.3332"
"1.792","-0.1108","-0.6025","-1.0023","50.894558","-1.393896","19.956","65","-1.0","0.214","","-0.1108","-0.1108","-0.6025","-0.6025","-1.0023","-1.0023"
"1.845","-0.0005","-0.5084","-1.1294","50.894558","-1.393896","19.956","65","-1.0","0.267","","-0.0005","-0.0005","-0.5084","-0.5084","-1.1294","-1.1294"
"1.901","0.0592","-0.6995","-0.5229","50.894558","-1.393896","19.956","65","-1.0","0.323","","0.0592","0.0592","-0.6995","-0.6995","-0.5229","-0.5229"
"1.952","0.3814","-0.2823","-1.1926","50.894558","-1.393896","19.956","65","-1.0","0.374","","0.3814","0.3814","-0.2823","-0.2823","-1.1926","-1.1926"
"2.006","0.2329","0.0148","-0.8890","50.894558","-1.393896","19.956","65","-1.0","0.428","","0.2329","0.2329","0.0148","0.0148","-0.8890","-0.8890"
"2.057","0.5924","-0.2428","-1.0138","50.894558","-1.393896","19.956","65","-1.0","0.479","","0.5924","0.5924","-0.2428","-0.2428","-1.0138","-1.0138"
"2.112","0.1834","-0.3015","-0.8043","50.894558","-1.393896","19.956","65","-1.0","0.534","","0.1834","0.1834","-0.3015","-0.3015","-0.8043","-0.8043"
"2.168","0.5735","-0.9381","0.0491","50.894558","-1.393896","19.956","65","-1.0","0.590","","0.5735","0.5735","-0.9381","-0.9381","0.0491","0.0491"
"2.224","0.2524","-0.5238","-0.5857","50.894558","-1.393896","19.956","65","-1.0","0.646","","0.2524","0.2524","-0.5238","-0.5238","-0.5857","-0.5857"
"2.277","0.2177","-0.3984","-0.5316","50.894558","-1.393896","19.956","65","-1.0","0.699","","0.2177","0.2177","-0.3984","-0.3984","-0.5316","-0.5316"
"2.329","0.1359","-0.3127","-0.1919","50.894558","-1.393896","19.956","65","-1.0","0.751","","0.1359","0.1359","-0.3127","-0.3127","-0.1919","-0.1919"
"2.385","0.3759","0.1198","-0.9331","50.894558","-1.393896","19.956","65","-1.0","0.807","","0.3759","0.3759","0.1198","0.1198","-0.9331","-0.9331"
"2.435","0.4315","0.4936","-0.4899","50.894558","-1.393896","19.956","65","-1.0","0.857","","0.4315","0.4315","0.4936","0.4936","-0.4899","-0.4899"
"2.486","0.4539","0.2991","-0.5140","50.894558","-1.393896","19.956","65","-1.0","0.908","","0.4539","0.4539","0.2991","0.2991","-0.5140","-0.5140"
"2.540","1.8317","-0.1547","-1.0459","50.894558","-1.393896","19.956","65","-1.0","0.962","","1.8317","1.8317","-0.1547","-0.1547","-1.0459","-1.0459"
"2.591","1.7965","0.0773","-0.5088","50.894558","-1.393896","19.956","65","-1.0","1.013","","1.7965","1.7965","0.0773","0.0773","-0.5088","-0.5088"
"2.647","1.0962","0.4382","-0.0835","50.894558","-1.393896","19.956","65","-1.0","1.069","","1.0962","1.0962","0.4382","0.4382","-0.0835","-0.0835"
"2.702","0.3676","0.6564","-0.0657","50.894558","-1.393896","19.956","65","-1.0","1.124","","0.3676","0.3676","0.6564","0.6564","-0.0657","-0.0657"
"2.752","0.8174","1.2065","-0.0433","50.894558","-1.393896","19.956","65","-1.0","1.174","","0.8174","0.8174","1.2065","1.2065","-0.0433","-0.0433"
"2.803","1.3470","1.1808","-0.1579","50.894558","-1.393896","19.956","65","-1.0","1.225","","1.3470","1.3470","1.1808","1.1808","-0.1579","-0.1579"
"2.859","0.9197","1.0356","-0.0552","50.894558","-1.393896","19.956","65","-1.0","1.281","","0.9197","0.9197","1.0356","1.0356","-0.0552","-0.0552"
"2.914","1.0015","0.5337","-0.4671","50.894558","-1.393896","19.956","65","-1.0","1.336","","1.0015","1.0015","0.5337","0.5337","-0.4671","-0.4671"
"2.966","1.2082","0.5079","0.2348","50.894558","-1.393896","19.956","65","-1.0","1.388","","1.2082","1.2082","0.5079","0.5079","0.2348","0.2348"
"3.018","0.5048","0.2819","0.1256","50.894558","-1.393896","19.956","65","-1.0","1.440","","0.5048","0.5048","0.2819","0.2819","0.1256","0.1256"
"3.068","0.9730","0.2778","0.6191","50.894558","-1.393896","19.956","65","-1.0","1.490","","0.9730","0.9730","0.2778","0.2778","0.6191","0.6191"
"3.122","0.5587","0.8762","0.5543","50.894558","-1.393896","19.956","65","-1.0","1.544","","0.5587","0.5587","0.8762","0.8762","0.5543","0.5543"
"3.175","0.5306","0.8178","0.0950","50.894558","-1.393896","19.956","65","-1.0","1.597","","0.5306","0.5306","0.8178","0.8178","0.0950","0.0950"
"3.227","0.8352","0.6581","0.1201","50.894558","-1.393896","19.956","65","-1.0","1.649","","0.8352","0.8352","0.6581","0.6581","0.1201","0.1201"
"3.278","1.0863","0.7914","0.0489","50.894558","-1.393896","19.956","65","-1.0","1.700","","1.0863","1.0863","0.7914","0.7914","0.0489","0.0489"
"3.332","0.4803","0.7499","-0.3094","50.894558","-1.393896","19.956","65","-1.0","1.754","","0.4803","0.4803","0.7499","0.7499","-0.3094","-0.3094"
"3.385","0.5695","0.1552","-0.7984","50.894558","-1.393896","19.956","65","-1.0","1.807","","0.5695","0.5695","0.1552","0.1552","-0.7984","-0.7984"
"3.435","0.7073","0.9716","0.0359","50.894558","-1.393896","19.956","65","-1.0","1.857","","0.7073","0.7073","0.9716","0.9716","0.0359","0.0359"
"3.486","0.6680","0.2327","0.2406","50.894558","-1.393896","19.956","65","-1.0","1.908","","0.6680","0.6680","0.2327","0.2327","0.2406","0.2406"
"3.542","0.4341","0.3041","-0.3600","50.894558","-1.393896","19.956","65","-1.0","1.964","","0.4341","0.4341","0.3041","0.3041","-0.3600","-0.3600"
"3.594","1.0987","0.4479","-1.1985","50.894558","-1.393896","19.956","65","-1.0","2.016","","1.0987","1.0987","0.4479","0.4479","-1.1985","-1.1985"
"3.650","1.3912","0.3419","0.1119","50.894558","-1.393896","19.956","65","-1.0","2.072","","1.3912","1.3912","0.3419","0.3419","0.1119","0.1119"
"3.702","0.4675","0.7134","-0.5870","50.894558","-1.393896","19.956","65","-1.0","2.124","","0.4675","0.4675","0.7134","0.7134","-0.5870","-0.5870"
"3.753","1.1916","0.9613","0.2725","50.894558","-1.393896","19.956","65","-1.0","2.175","","1.1916","1.1916","0.9613","0.9613","0.2725","0.2725"
"3.803","0.5687","0.7723","0.1774","50.894558","-1.393896","19.956","65","-1.0","2.225","","0.5687","0.5687","0.7723","0.7723","0.1774","0.1774"
"3.855","0.5948","0.5937","-0.0299","50.894558","-1.393896","19.956","65","-1.0","2.277","","0.5948","0.5948","0.5937","0.5937","-0.0299","-0.0299"
"3.908","0.8704","0.4523","-0.0356","50.894558","-1.393896","19.956","65","-1.0","2.330","","0.8704","0.8704","0.4523","0.4523","-0.0356","-0.0356"
"3.959","-0.0725","0.4080","-0.0745","50.894558","-1.393896","19.956","65","-1.0","2.381","","-0.0725","-0.0725","0.4080","0.4080","-0.0745","-0.0745"
"4.010","0.2964","0.6151","-0.1893","50.894558","-1.393896","19.956","65","-1.0","2.432","","0.2964","0.2964","0.6151","0.6151","-0.1893","-0.1893"
"4.060","0.1604","0.9206","-0.1495","50.894558","-1.393896","19.956","65","-1.0","2.482","","0.1604","0.1604","0.9206","0.9206","-0.1495","-0.1495"
"4.114","0.5249","0.9431","-0.1345","50.894558","-1.393896","19.956","65","-1.0","2.536","","0.5249","0.5249","0.9431","0.9431","-0.1345","-0.1345"
"4.167","0.3419","0.9023","-0.2244","50.894558","-1.393896","19.956","65","-1.0","2.589","","0.3419","0.3419","0.9023","0.9023","-0.2244","-0.2244"
"4.222","0.4670","0.5336","-0.2089","50.894558","-1.393896","19.956","65","-1.0","2.644","","0.4670","0.4670","0.5336","0.5336","-0.2089","-0.2089"
"4.272","0.6626","1.9331","-0.0356","50.894558","-1.393896","19.956","65","-1.0","2.694","","0.6626","0.6626","1.9331","1.9331","-0.0356","-0.0356"
"4.324","-0.6821","1.0470","-1.1366","50.894558","-1.393896","19.956","65","-1.0","2.746","","-0.6821","-0.6821","1.0470","1.0470","-1.1366","-1.1366"
"4.378","-0.7433","1.1488","-0.1289","50.894558","-1.393896","19.956","65","-1.0","2.800","","-0.7433","-0.7433","1.1488","1.1488","-0.1289","-0.1289"
"4.430","0.3042","0.8225","0.5581","50.894558","-1.393896","19.956","65","-1.0","2.852","","0.3042","0.3042","0.8225","0.8225","0.5581","0.5581"
"4.485","0.1007","0.9694","0.2577","50.894558","-1.393896","19.956","65","-1.0","2.907","","0.1007","0.1007","0.9694","0.9694","0.2577","0.2577"
"4.538","-0.2416","0.3956","-0.3254","50.894558","-1.393896","19.956","65","-1.0","2.960","","-0.2416","-0.2416","0.3956","0.3956","-0.3254","-0.3254"
"4.590","-0.2557","0.3884","0.0896","50.894558","-1.393896","19.956","65","-1.0","3.012","","-0.2557","-0.2557","0.3884","0.3884","0.0896","0.0896"
"4.640","-0.3707","0.9834","-0.8767","50.894558","-1.393896","19.956","65","-1.0","3.062","","-0.3707","-0.3707","0.9834","0.9834","-0.8767","-0.8767"
"4.696","0.4820","1.9255","-0.9446","50.894558","-1.393896","19.956","65","-1.0","3.118","","0.4820","0.4820","1.9255","1.9255","-0.9446","-0.9446"
"4.746","-0.1840","0.3420","-0.2464","50.894558","-1.393896","19.956","65","-1.0","3.168","","-0.1840","-0.1840","0.3420","0.3420","-0.2464","-0.2464"
"4.798","-0.8257","1.9636","0.3292","50.894558","-1.393896","19.956","65","-1.0","3.220","","-0.8257","-0.8257","1.9636","1.9636","0.3292","0.3292"
"4.856","-0.3197","0.6363","1.0935","50.894558","-1.393896","19.956","65","-1.0","3.278","","-0.3197","-0.3197","0.6363","0.6363","1.0935","1.0935"
"4.907","-0.1444","1.4250","0.5391","50.894558","-1.393896","19.956","65","-1.0","3.329","","-0.1444","-0.1444","1.4250","1.4250","0.5391","0.5391"
"4.962","0.4157","1.3793","0.5670","50.894558","-1.393896","19.956","65","-1.0","3.384","","0.4157","0.4157","1.3793","1.3793","0.5670","0.5670"
"5.014","0.2280","0.6572","-0.8371","50.894558","-1.393896","19.956","65","-1.0","3.436","","0.2280","0.2280","0.6572","0.6572","-0.8371","-0.8371"
"5.067","0.2078","0.6299","0.1262","50.894558","-1.393896","19.956","65","-1.0","3.489","","0.2078","0.2078","0.6299","0.6299","0.1262","0.1262"
"5.119","0.0872","0.9190","0.2508","50.894558","-1.393896","19.956","65","-1.0","3.541","","0.0872","0.0872","0.9190","0.9190","0.2508","0.2508"
"5.169","-0.0447","0.8929","0.0329","50.894558","-1.393896","19.956","65","-1.0","3.591","","-0.0447","-0.0447","0.8929","0.8929","0.0329","0.0329"
"5.219","-0.0158","1.2752","0.0223","50.894558","-1.393896","19.956","65","-1.0","3.641","","-0.0158","-0.0158","1.2752","1.2752","0.0223","0.0223"
"5.272","0.0126","1.3602","-0.1763","50.894558","-1.393896","19.956","65","-1.0","3.694","","0.0126","0.0126","1.3602","1.3602","-0.1763","-0.1763"
"5.327","0.0836","1.5317","-0.2629","50.894558","-1.393896","19.956","65","-1.0","3.749","","0.0836","0.0836","1.5317","1.5317","-0.2629","-0.2629"
"5.377","0.1941","1.4176","0.0968","50.894558","-1.393896","19.956","65","-1.0","3.799","","0.1941","0.1941","1.4176","1.4176","0.0968","0.0968"
"5.430","-0.1133","1.8076","0.3229","50.894558","-1.393896","19.956","65","-1.0","3.852","","-0.1133","-0.1133","1.8076","1.8076","0.3229","0.3229"
"5.485","-0.7995","1.7259","0.6168","50.894558","-1.393896","19.956","65","-1.0","3.907","","-0.7995","-0.7995","1.7259","1.7259","0.6168","0.6168"
"5.535","-0.3739","0.8173","0.4911","50.894558","-1.393896","19.956","65","-1.0","3.957","","-0.3739","-0.3739","0.8173","0.8173","0.4911","0.4911"
"5.586","0.4241","0.3888","0.3196","50.894558","-1.393896","19.956","65","-1.0","4.008","","0.4241","0.4241","0.3888","0.3888","0.3196","0.3196"
"5.641","-0.1587","0.1512","0.3622","50.894558","-1.393896","19.956","65","-1.0","4.063","","-0.1587","-0.1587","0.1512","0.1512","0.3622","0.3622"
"5.696","-0.2403","0.0085","0.2049","50.894558","-1.393896","19.956","65","-1.0","4.118","","-0.2403","-0.2403","0.0085","0.0085","0.2049","0.2049"
"5.751","-0.4747","1.9305","-1.9266","50.894558","-1.393896","19.956","65","-1.0","4.173","","-0.4747","-0.4747","1.9305","1.9305","-1.9266","-1.9266"
"5.802","0.4493","1.1776","-0.5979","50.894558","-1.393896","19.956","65","-1.0","4.224","","0.4493","0.4493","1.1776","1.1776","-0.5979","-0.5979"
"5.854","-0.5156","0.2335","0.3284","50.894558","-1.393896","19.956","65","-1.0","4.276","","-0.5156","-0.5156","0.2335","0.2335","0.3284","0.3284"
"5.907","-1.0881","1.9472","-1.4442","50.894558","-1.393896","19.956","65","-1.0","4.329","","-1.0881","-1.0881","1.9472","1.9472","-1.4442","-1.4442"
"5.962","-0.0647","0.6459","0.6698","50.894558","-1.393896","19.956","65","-1.0","4.384","","-0.0647","-0.0647","0.6459","0.6459","0.6698","0.6698"
"6.012","0.1619","1.4841","0.5790","50.894558","-1.393896","19.956","65","-1.0","4.434","","0.1619","0.1619","1.4841","1.4841","0.5790","0.5790"
"6.069","0.2085","1.2959","0.1606","50.894558","-1.393896","19.956","65","-1.0","4.491","","0.2085","0.2085","1.2959","1.2959","0.1606","0.1606"
"6.124","0.2346","0.6456","-0.5167","50.894558","-1.393896","19.956","65","-1.0","4.546","","0.2346","0.2346","0.6456","0.6456","-0.5167","-0.5167"
"6.176","0.0982","0.7676","-0.0997","50.894558","-1.393896","19.956","65","-1.0","4.598","","0.0982","0.0982","0.7676","0.7676","-0.0997","-0.0997"
"6.230","-0.1293","1.0289","0.1034","50.894558","-1.393896","19.956","65","-1.0","4.652","","-0.1293","-0.1293","1.0289","1.0289","0.1034","0.1034"
"6.282","0.0640","1.1103","0.0003","50.894558","-1.393896","19.956","65","-1.0","4.704","","0.0640","0.0640","1.1103","1.1103","0.0003","0.0003"
"6.335","0.0662","1.2942","-0.1886","50.894558","-1.393896","19.956","65","-1.0","4.757","","0.0662","0.0662","1.2942","1.2942","-0.1886","-0.1886"
"6.391","-0.2518","1.4716","-0.4403","50.894558","-1.393896","19.956","65","-1.0","4.813","","-0.2518","-0.2518","1.4716","1.4716","-0.4403","-0.4403"
"6.443","0.1001","1.6103","-0.0572","50.894558","-1.393896","19.956","65","-1.0","4.865","","0.1001","0.1001","1.6103","1.6103","-0.0572","-0.0572"
"6.498","0.0932","1.8140","0.5978","50.894558","-1.393896","19.956","65","-1.0","4.920","","0.0932","0.0932","1.8140","1.8140","0.5978","0.5978"
"6.545","-0.4441","1.8286","0.7876","50.894558","-1.393896","19.956","65","-1.0","4.967","","-0.4441","-0.4441","1.8286","1.8286","0.7876","0.7876"
"6.595","-0.2718","0.9223","-0.4047","50.894558","-1.393896","19.956","65","-1.0","5.017","","-0.2718","-0.2718","0.9223","0.9223","-0.4047","-0.4047"
"6.648","0.2996","0.3155","0.3194","50.894558","-1.393896","19.956","65","-1.0","5.070","","0.2996","0.2996","0.3155","0.3155","0.3194","0.3194"
"6.696","-0.1553","0.1320","0.3643","50.894558","-1.393896","19.956","65","-1.0","5.118","","-0.1553","-0.1553","0.1320","0.1320","0.3643","0.3643"
"6.746","-0.3605","0.0424","0.3119","50.894558","-1.393896","19.956","65","-1.0","5.168","","-0.3605","-0.3605","0.0424","0.0424","0.3119","0.3119"
"6.798","-0.1727","0.3768","-0.0376","50.894558","-1.393896","19.956","65","-1.0","5.220","","-0.1727","-0.1727","0.3768","0.3768","-0.0376","-0.0376"
"6.848","-0.0759","1.9235","-1.9184","50.894558","-1.393896","19.956","65","-1.0","5.270","","-0.0759","-0.0759","1.9235","1.9235","-1.9184","-1.9184"
"6.899","0.2374","0.3082","-0.1398","50.894558","-1.393896","19.956","65","-1.0","5.321","","0.2374","0.2374","0.3082","0.3082","-0.1398","-0.1398"
"6.950","-0.9268","1.4902","0.5200","50.894558","-1.393896","19.956","65","-1.0","5.372","","-0.9268","-0.9268","1.4902","1.4902","0.5200","0.5200"
"7.002","-0.6488","0.4526","0.5694","50.894558","-1.393896","19.956","65","-1.0","5.424","","-0.6488","-0.6488","0.4526","0.4526","0.5694","0.5694"
"7.052","-0.0643","0.6856","0.8007","50.894558","-1.393896","19.956","65","-1.0","5.474","","-0.0643","-0.0643","0.6856","0.6856","0.8007","0.8007"
"7.101","-0.0262","1.9495","0.3426","50.894558","-1.393896","19.956","65","-1.0","5.523","","-0.0262","-0.0262","1.9495","1.9495","0.3426","0.3426"
"7.154","0.3532","0.8706","0.3397","50.894558","-1.393896","19.956","65","-1.0","5.576","","0.3532","0.3532","0.8706","0.8706","0.3397","0.3397"
"7.210","0.2786","0.5787","-0.5447","50.894558","-1.393896","19.956","65","-1.0","5.632","","0.2786","0.2786","0.5787","0.5787","-0.5447","-0.5447"
"7.261","0.1208","1.0832","-0.0227","50.894558","-1.393896","19.956","65","-1.0","5.683","","0.1208","0.1208","1.0832","1.0832","-0.0227","-0.0227"
"7.311","0.0045","0.9546","-0.0857","50.894558","-1.393896","19.956","65","-1.0","5.733","","0.0045","0.0045","0.9546","0.9546","-0.0857","-0.0857"
"7.361","0.0616","0.9944","0.0501","50.894558","-1.393896","19.956","65","-1.0","5.783","","0.0616","0.0616","0.9944","0.9944","0.0501","0.0501"
"7.414","0.0413","1.3480","0.2114","50.894558","-1.393896","19.956","65","-1.0","5.836","","0.0413","0.0413","1.3480","1.3480","0.2114","0.2114"
"7.467","-0.3293","1.6177","-0.8704","50.894558","-1.393896","19.956","65","-1.0","5.889","","-0.3293","-0.3293","1.6177","1.6177","-0.8704","-0.8704"
"7.518","0.1574","1.4972","-0.0129","50.894558","-1.393896","19.956","65","-1.0","5.940","","0.1574","0.1574","1.4972","1.4972","-0.0129","-0.0129"
"7.568","0.1104","1.8487","0.5708","50.894558","-1.393896","19.956","65","-1.0","5.990","","0.1104","0.1104","1.8487","1.8487","0.5708","0.5708"
"7.615","-0.4157","1.8901","0.7007","50.894558","-1.393896","19.956","65","-1.0","6.037","","-0.4157","-0.4157","1.8901","1.8901","0.7007","0.7007"
"7.677","-0.3386","0.9940","0.3855","50.894558","-1.393896","19.956","65","-1.0","6.099","","-0.3386","-0.3386","0.9940","0.9940","0.3855","0.3855"
"7.728","0.2161","0.3439","0.3341","50.894558","-1.393896","19.956","65","-1.0","6.150","","0.2161","0.2161","0.3439","0.3439","0.3341","0.3341"
"7.780","-0.1320","0.0980","0.4328","50.894558","-1.393896","19.956","65","-1.0","6.202","","-0.1320","-0.1320","0.0980","0.0980","0.4328","0.4328"
"7.833","-0.3343","-0.0315","0.3001","50.894558","-1.393896","19.956","65","-1.0","6.255","","-0.3343","-0.3343","-0.0315","-0.0315","0.3001","0.3001"
"7.884","-0.2141","0.5504","-0.1983","50.894558","-1.393896","19.956","65","-1.0","6.306","","-0.2141","-0.2141","0.5504","0.5504","-0.1983","-0.1983"
"7.935","0.9349","1.9138","-1.2694","50.894558","-1.393896","19.956","65","-1.0","6.357","","0.9349","0.9349","1.9138","1.9138","-1.2694","-1.2694"
"7.986","-0.0353","-0.1192","-0.2805","50.894558","-1.393896","19.956","65","-1.0","6.408","","-0.0353","-0.0353","-0.1192","-0.1192","-0.2805","-0.2805"
"8.038","-1.1448","1.6090","0.7101","50.894558","-1.393896","19.956","65","-1.0","6.460","","-1.1448","-1.1448","1.6090","1.6090","0.7101","0.7101"
"8.090","-0.0820","0.6088","0.6599","50.894558","-1.393896","19.956","65","-1.0","6.512","","-0.0820","-0.0820","0.6088","0.6088","0.6599","0.6599"
"8.144","0.2535","1.2182","0.7633","50.894558","-1.393896","19.956","65","-1.0","6.566","","0.2535","0.2535","1.2182","1.2182","0.7633","0.7633"
"8.196","0.1851","1.4597","0.1731","50.894558","-1.393896","19.956","65","-1.0","6.618","","0.1851","0.1851","1.4597","1.4597","0.1731","0.1731"
"8.251","0.1416","0.6739","-0.2838","50.894558","-1.393896","19.956","65","-1.0","6.673","","0.1416","0.1416","0.6739","0.6739","-0.2838","-0.2838"
"8.303","0.0345","0.6634","-0.2014","50.894558","-1.393896","19.956","65","-1.0","6.725","","0.0345","0.0345","0.6634","0.6634","-0.2014","-0.2014"
"8.353","-0.0146","0.8895","0.0354","50.894558","-1.393896","19.956","65","-1.0","6.775","","-0.0146","-0.0146","0.8895","0.8895","0.0354","0.0354"
"8.406","-0.1856","1.0700","0.0206","50.894558","-1.393896","19.956","65","-1.0","6.828","","-0.1856","-0.1856","1.0700","1.0700","0.0206","0.0206"
"8.462","0.3061","1.4316","-0.2494","50.894558","-1.393896","19.956","65","-1.0","6.884","","0.3061","0.3061","1.4316","1.4316","-0.2494","-0.2494"
"8.515","-0.1234","1.3642","-0.6081","50.894558","-1.393896","19.956","65","-1.0","6.937","","-0.1234","-0.1234","1.3642","1.3642","-0.6081","-0.6081"
"8.566","-0.0282","1.5323","0.1035","50.894558","-1.393896","19.956","65","-1.0","6.988","","-0.0282","-0.0282","1.5323","1.5323","0.1035","0.1035"
"8.618","0.0853","1.8504","0.7653","50.894558","-1.393896","19.956","65","-1.0","7.040","","0.0853","0.0853","1.8504","1.8504","0.7653","0.7653"
"8.675","-0.3165","1.6753","0.3755","50.894558","-1.393896","19.956","65","-1.0","7.097","","-0.3165","-0.3165","1.6753","1.6753","0.3755","0.3755"
"8.731","-0.2180","0.8503","-0.2005","50.894558","-1.393896","19.956","65","-1.0","7.153","","-0.2180","-0.2180","0.8503","0.8503","-0.2005","-0.2005"
"8.782","0.1632","0.4369","0.2153","50.894558","-1.393896","19.956","65","-1.0","7.204","","0.1632","0.1632","0.4369","0.4369","0.2153","0.2153"
"8.832","-0.0080","0.1870","0.3875","50.894276","-1.393917","80.597","50","-1.0","0.000","","-0.0080","-0.0080","0.1870","0.1870","0.3875","0.3875"
