"","time","meanX","meanY","meanZ","sdX","sdY","sdZ","sdT","energyX","energyY","energyZ","energyT","lat","lon"
"1",0,0,0,0,0,0,0,0,0,0,0,0,50.9039533214286,-1.40623345
"2",7.322,-0.0789732710100064,1.03292526938224,-0.0416740944842836,0.280678787178017,0.430910409165245,0.602565236175895,0.792180046546486,2.45679242861919,3.77836099931748,5.14848943303487,6.8424253244413,50.9042128652482,-1.40693784397163
"3",14.732,-0.0557029317534267,1.02859166003225,-0.0586422944568852,0.286250335641686,0.407649952418573,0.565978883955732,0.753956123024157,2.72705161116266,3.73793879133118,5.01273924931246,6.82177042117961,50.9044901489362,-1.40658918439716
"4",22.128,-0.0207136859995628,1.02535616954773,-0.0606489181289008,0.302703770139637,0.438402409748633,0.666247307205187,0.853060208712328,3.02816297102917,3.86473544348888,5.89136368321204,7.66903625465033,50.9045753971631,-1.4063950212766
"5",29.582,-0.046182412329432,1.03530842262144,-0.0108987397656988,0.312475637526923,0.492440591646837,0.646756990633606,0.870880798549826,2.9167166408024,4.28191830418668,5.72321049368105,7.71992219400192,50.9046181276596,-1.40609662411348
"6",37.008,-0.071511410947965,1.03248330289323,0.0146105500889105,0.35582420341946,0.494656600693021,0.60125162629072,0.856037110448784,3.39046121754812,4.67460947008526,5.76588139894452,8.16042825299035,50.9046557588652,-1.4060174964539
"7",44.452,-0.0109745218866125,1.03998698626557,0.0187027596948953,0.274282217700171,0.37025487691089,0.591657713668315,0.749918834918847,2.66889918343677,3.25800672969396,5.06780613627562,6.58940738890482,50.9046751205674,-1.40610715602837
"8",51.874,-0.0206588534544123,1.01054845317145,0.0415612992078633,0.285534438780357,0.458079467380994,0.582365531594295,0.794050581861619,2.4946654259882,3.9058253032921,4.32618759709901,6.33993107318613,50.9047339503546,-1.40618462411348
"9",59.489,-0.0372488585531541,1.03060639024681,-0.0156245479563053,0.356562224890653,0.477869218559084,0.629676841102523,0.867172724712957,3.51706215753601,4.12210434275587,5.81227653783555,7.94632172673698,50.9048291843972,-1.40623117021277
"10",67.058,-0.0534218034283579,1.03752803818494,0.0148034993424234,0.356106670469994,0.515332351778583,0.616216010676784,0.878693100779379,3.09794096399507,4.27414675366232,5.35114386097714,7.51666876409452,50.9048542836879,-1.4063244964539
"11",74.486,-0.0421244482190372,1.03761235079256,-0.0168998569936134,0.311534487951713,0.427677394245687,0.570912868287789,0.778397837810915,2.73129895288592,3.77230014364973,4.63540585417159,6.57093827217269,50.9048494326241,-1.40638228368794
"12",82.091,-0.0686639873423572,1.03786552521713,-0.0828045669623034,0.348425617576078,0.408360385101331,0.563875659614463,0.778533476871113,3.349502519719,3.71057709807992,5.38730165786654,7.34918830097927,50.9048629858156,-1.40646017021277
"13",89.557,-0.0167970724826994,1.01015108728396,-0.095682835582584,0.279954547101435,0.406874140526976,0.489993563048342,0.695711726580158,2.81040336108734,3.76453510035803,4.59579490654649,6.57201813729065,50.9049429432624,-1.40654940425532
"14",97.035,-0.0254718295885,1.01911106572774,0.0585989629584667,0.36719976058143,0.497384113692761,0.660931653543635,0.905017829316592,3.18832585139689,4.30158785176646,5.83978604105115,7.92288967400192,50.9049959219858,-1.40657595744681
"15",104.452,-0.0453339183171724,1.03146650115283,-0.0183459826015972,0.365402774486947,0.455029325525395,0.652616202400925,0.875487739678323,3.38488179066613,4.1757152236017,6.00002802931104,8.05570348994551,50.905014,-1.406582
"16",111.885,-0.063239846670223,1.02008539813756,0.0204913760361413,0.350767518250815,0.427270986872234,0.604309816252093,0.819016911975111,2.95425396877988,3.84178968938779,5.41059770553381,7.26371337957836,50.905014,-1.406582
"17",119.264,-0.0561551628779602,1.02417335141283,-0.0432536147936363,0.312254324818012,0.404163328520973,0.588042700939705,0.77887417316096,2.92438043316449,3.86562179202013,5.70773459950451,7.48820853176494,50.9050280141844,-1.40666154609929
"18",126.671,0.0964523308246543,0.688553377921023,-0.372542615235613,0.386805192290917,0.581272653972259,0.581865994461444,0.90888073505261,3.50170485135001,3.99494156514872,5.31693619274794,7.51606981424961,50.9050504255319,-1.40674765957447
"19",134.113,0.674661880926997,0.64067759711212,-0.303082814624888,0.0792769749889723,0.146433932235563,0.123851466034291,0.207525711448521,0.624089827175186,1.06708177603674,0.980058855825517,1.57755094688422,50.90506,-1.4068
"20",141.52,0.640451168855653,0.725574466545409,-0.218455196483545,0.0482746789890618,0.038932105686066,0.0453494765643291,0.0768292165084782,0.463682895861217,0.390802766354051,0.409799090301357,0.731890650654893,50.905060248227,-1.40692044680851
"21",148.938,0.639850760236274,0.722662870615696,-0.238761017443165,0.00834060450832338,0.0109377088500905,0.00632483488781084,0.0151394416941868,0.0819180798146681,0.105663549300197,0.0616647714904808,0.147234172304567,50.9050232056738,-1.40711145390071
"22",156.328,0.646303462678059,0.717426559639943,-0.235609598209678,0.00468091679779091,0.0042977038797897,0.00470925613552135,0.00790938265961042,0.0464025863420054,0.0437613954908643,0.0450265655654234,0.0780746524881954,50.904999,-1.407192
"23",163.725,0.640936509317891,0.734220048465533,-0.185225241436902,0.0291369984641372,0.0229570276129859,0.0668004340079379,0.0764086891653782,0.185582237188968,0.163162628005285,0.321829841042204,0.405755168202333,50.9049976382979,-1.40720017021277
"24",171.157,0.673924154575433,0.706148954848318,-0.179947710590789,0.0413277902474437,0.0335489613500982,0.0335497218553651,0.0629214024873846,0.215167418165687,0.212607454370425,0.205518848372268,0.365700621451787,50.904987,-1.40728446808511
