"","time","meanX","meanY","meanZ","sdX","sdY","sdZ","sdT","energyX","energyY","energyZ","energyT","lat","lon","entropyX","entropyY","entropyZ","entropyT"
"1",0,0,0,0,0,0,0,0,0,0,0,0,50.8949554285714,-1.39375231428571,0,0,0,0
"2",7.22,0.0379079055874118,-0.299659338303372,-0.936896803864117,0.106266308084516,0.100050191566366,0.334727831499474,0.365164743981015,0.927719018366391,0.8851226998361,2.23197095021911,2.57406276019561,50.901844177305,-1.40771,4.61514926010134,4.59798488455749,4.33596743940814,7.82570644269517
"3",14.627,-0.131184244429202,-0.342038504867794,-0.924419723837132,0.176758692569129,0.175899511593568,0.391303820495038,0.464007492947708,1.44264708224375,1.46195553798478,2.79241833809427,3.46643112925613,50.9017436028369,-1.40782202836879,4.51280564531928,4.51124720681959,4.39654426435181,7.74895913151359
"4",21.973,-0.0489270822646206,-0.30176082891881,-0.922894605905665,0.140303557443271,0.214962372033416,0.371246734308687,0.451351356878801,1.19838659661157,1.56160567255709,2.45320100284144,3.14530409846854,50.9016622269504,-1.40795632624113,4.53940706240361,4.41582733255744,4.3320937949628,7.67286023315401
"5",29.288,-0.051173023220429,-0.0911908902592432,-0.971956973964215,0.143039456395886,0.137425147987234,0.354023575462938,0.405806172167091,1.24799602624998,1.19720274047298,2.18335027927511,2.78528399366069,50.9015848368794,-1.40807683687943,4.55526778507822,4.56444090048337,4.26183029493694,7.7296689961873
"6",36.71,-0.0879094329974816,-0.0327304687393022,-0.974471751882648,0.182017102899059,0.120149834538932,0.37771231686231,0.436156855726232,1.31808023071268,1.05401477093198,2.14907219497955,2.73254349117678,50.9014871914894,-1.4081264893617,4.39718830181047,4.59142637964673,4.29771424693704,7.67377409816189
"7",44.153,0.0391006872412785,-0.128266496667234,-0.974396688155745,0.224938784621311,0.190361926207054,0.358293281041696,0.463906450715871,1.73588175219787,1.55143351193637,2.74935855708742,3.60266621753981,50.9013850567376,-1.40812243971631,4.45068633333359,4.54766856575598,4.47156089712425,7.77719455063187
"8",51.605,0.15567166187495,0.0869365042128252,-1.00768340306727,0.130322923102236,0.178361857772514,0.32543999781629,0.39332964390272,1.07004344940315,1.46536252563903,2.39466450950298,3.00444644289609,50.9012873758865,-1.40812424822695,4.48993245826021,4.53594780411576,4.44833291708455,7.77958750208641
"9",59.02,0.0924875590360074,0.0253169935582489,-1.04977609189805,0.102983510677466,0.178441627358507,0.346969566967767,0.403528063767079,0.915497998363492,1.42961612847608,2.58237702375008,3.09040611450968,50.9011755460993,-1.40814726241135,4.58961353721295,4.55839356917171,4.42393866079404,7.83675555487745
"10",66.453,0.140222310348626,0.0624194888506333,-1.04187011909358,0.102420924552633,0.177584467873635,0.37091305576315,0.423795686565751,0.89419060243947,1.40751938736715,2.56415075253881,3.05868545964616,50.9010123617021,-1.40802402836879,4.56172579628523,4.50810111368919,4.33982700013064,7.74379856935876
